label,n,p50_ms,p95_ms,p99_ms,max_ms,min_ms,submitted,failed,actual_rate_tpm,collected_at
3node_100tpm,3986,0.0,1000.0,1000.0,128000.0,0.0,199,0,99.5,2026-04-20T08:25:01.026115+00:00
