label,n,p50_ms,p95_ms,p99_ms,max_ms,min_ms,submitted,failed,actual_rate_tpm,collected_at
3node_100tpm,929,0.0,1000.0,1000.0,1000.0,0.0,199,0,99.5,2026-04-21T08:20:18.063588+00:00
3node_500tpm,2473,0.0,1000.0,1000.0,124000.0,0.0,997,0,498.5,2026-04-21T08:24:20.958930+00:00
3node_1000tpm,1440,0.0,1000.0,1000.0,1000.0,0.0,1996,0,998.0,2026-04-21T08:28:24.494720+00:00
