label,n,p50_ms,p95_ms,p99_ms,max_ms,min_ms,submitted,failed,actual_rate_tpm,collected_at
3node_100tpm,62,2000.0,18000.0,20000.0,20000.0,0.0,199,0,99.5,2026-04-21T08:17:17.566404+00:00
3node_500tpm,1105,0.0,1000.0,1000.0,1000.0,0.0,998,0,499.0,2026-04-21T08:21:19.966180+00:00
3node_1000tpm,2494,0.0,1000.0,1000.0,124000.0,0.0,1996,0,998.0,2026-04-21T08:25:23.069889+00:00
